provider,offer_state,offer_created,offer_id,buuid,trading_name,business_type,industry_l1,industry_l2,industry_l3,retail_location,intended_product,primary_service,province,current_transaction_profile,current_size,owner_nationality
Retail Capital,5. offer rejected : provider,2021-11-25 11:59:11,1637841551405-d42cd3f2-e4e3-45ab-8cee-05e2edd42bcf,1613884966766-b176a958-5aa6-413a-bfbb-1ce6484784e6,D'lish Creations,Company,"Food, drink and hospitality",Takeaway,Bakery,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-23 16:09:19,1637683759153-e717ba08-829d-4496-b2aa-ab4326be0263,1614800510114-2a65984c-3933-43e4-acbc-35aeaa264a9a,BrandanB Hair,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-23 14:11:08,1637676667889-0bf230c7-d730-4784-8baa-f0d7327b1b21,1614800510114-2a65984c-3933-43e4-acbc-35aeaa264a9a,BrandanB Hair,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-26 10:34:06,1635244445589-46e92c96-a826-4815-9d07-e536ed7dbcc0,1616247368790-a6216b54-1436-42d8-8d08-4258748ebe5d,Soulful Sundays,Sole Proprietor,"Food, drink and hospitality",Sit-in,Restaurant,Other,In-Person,Card Machine,Gauteng,Weekly,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-17 09:03:27,1637139807199-aced63ce-657f-40a3-9ed8-c95e4625ee09,1617280710337-a99376ab-fc4c-4ca0-a004-00a327a7b2a9,Falcon Services,Sole Proprietor,Home and repair,Asset repair,Automotive services,Takealot,In-Person,Card Machine,Mpumalanga,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-22 07:15:11,1634886910795-926e4b92-4a13-4df0-89aa-d63864a10c8c,1620797045140-9505ca57-9123-49f1-9621-7cb96f10494b,DM&J SPARES,Sole Proprietor,Retail,Retail transport,Automotive Parts/Accessories,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-27 13:57:15,1635343034983-7fcbfa21-b073-4d15-b298-d5ca9f682e71,1622107628875-5e01e6c3-4ecc-497e-9ca5-3511cc249430,Bosveld Biltong,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,North West,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-23 10:46:10,1637664370121-65e15c3a-9705-4541-984e-569fe55a845e,1622301451154-ebcc4697-1a31-44d9-bd8a-062b57c1d20f,Dr MW Adams,Sole Proprietor,"Healthcare, beauty and fitness",Health,Medical & Health Practitioners/Services,Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-19 18:45:49,1634669149438-7db7fa55-8f6a-49ad-a304-b1af32452316,1623514095114-79ebbfe9-de97-4b9a-a9d0-eefd48782974,Haruma arts (pty) ltd,Company,Personal services,Personal services,Other Services,Other,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-25 19:50:32,1637869831997-5a453ebd-6b85-4279-9afe-d33a8683d170,1624993370672-bdb26b9e-de6d-4f83-b86b-ea2980d5ac25,Chandler Jacobus,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Gauteng,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-28 18:04:09,1638122648899-a2e6bd99-3df2-4463-b724-412b11d6b090,1626787151260-9cffe7ea-64fe-4055-b981-d3a9c3f14b58,OhMyStudio,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,Online,Gift Vouchers,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-03 16:57:33,1635958653022-3820faac-5a90-4f71-a03e-60efb0fc5614,1615980831684-eb6869d7-d08a-4f32-a946-c6e0e27d55dd,Rustiq Pots Garden & Craft Centre,Sole Proprietor,Retail,Retail art,Craft market,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-18 11:02:05,1634554925425-98e778d5-2521-4bba-b052-ecad8583f2fc,1607514042503-1f5c28bd-30c4-4282-9030-25df12c239de,Muzondwa eating house,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,Online,Gift Vouchers,Gauteng,Weekly,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-28 12:13:55,1635423234591-980f347d-118b-4fc0-b786-c3a77ad5883d,1622882399181-e70a367f-78dd-4943-b1d8-65ac4f091761,Springvale chain stores,Company,Retail,Retail home,Food/Beverage/Grocery,Incredible Connection,In-Person,Card Machine,Kwazulu-Natal,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-31 10:14:08,1635675247663-d9387309-3816-41ff-9133-f5ee3fffa4f8,1624681767248-3d3c8ac0-f38c-4c08-81be-33af9dd731fe,Sken Sculpting Aesthetics,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-12 21:45:00,1636753500459-acbae26f-a02f-4087-af25-ebc96282ae21,1625034264662-dd2a906c-c358-453e-ab81-0ceed7213588,Lekkerrr Slap Chips,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Gauteng,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-28 15:01:52,1638111712095-2543f5f1-5089-4b78-8870-b1e695d85cc0,1627102202940-f65a33d6-f2cb-475e-bf8c-70e00a6a5aab,Isilwesihle,Company,Retail,Retail home,Food/Beverage/Grocery,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-26 15:39:15,1637941154742-16665b3e-f4dd-40d2-89dd-1cdb3217c227,1617135765902-4609af92-4951-4347-a328-79a2f7e51647,Kairos Coffee,Company,"Food, drink and hospitality",Sit-in,Café,Other,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-22 08:17:22,1632298641954-363998ac-72d6-41b0-ac7d-2dc65d7177fb,1617983936374-f7c30788-fae4-4307-beb1-a81985ccaf16,Ovcorp PTY (LTD),Company,Leisure and entertainment,Public,Ticketing,Incredible Connection,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-09-13 18:57:13,1631559433087-4b12484c-401d-4b78-9a67-0fe864412bfc,1617983936374-f7c30788-fae4-4307-beb1-a81985ccaf16,Ovcorp PTY (LTD),Company,Leisure and entertainment,Public,Ticketing,Incredible Connection,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-18 11:10:15,1637233815493-dd9c2e5a-e771-4f1b-9652-23a26cffdea1,1616071742963-57ffec1d-3732-4b9e-84f2-02744cc67f38,Turn it Solar,Company,Retail,Retail leisure,Electronics/Computer Games,Yoco Online,In-Person,Card Machine,Limpopo,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-09-02 19:14:46,1630610085845-1b2d63ce-7d6c-4830-a25d-9862667ab68b,1619196399376-fb6c4a49-6a2c-4ce9-850c-ccd0cae9e665,Tititi liquor store,Sole Proprietor,Retail,Other retail,Other Retail,Incredible Connection,In-Person,Card Machine,Mpumalanga,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-02 09:54:34,1635846873924-98d43072-7de9-452c-b71a-007f39ef4c36,1626890332639-79f45dde-2890-4a0c-9ffb-83088798d8e4,ZAR Beauty Salon & Spa,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-06 15:00:29,1633532428900-75890312-4c3e-432d-824a-feefd2eab6d6,1614856620057-f471070d-e5f8-4c95-a340-ae24324de3cd,Mrs E Chetty,Company,"Food, drink and hospitality",Takeaway,Caterer,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-17 19:17:47,1631906267047-e19329fe-f9fe-4ecd-b3d3-99d04a35a527,1614856620057-f471070d-e5f8-4c95-a340-ae24324de3cd,Mrs E Chetty,Company,"Food, drink and hospitality",Takeaway,Caterer,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-09 09:32:32,1636450351650-a3048730-8962-4c71-8ead-434710745760,1617785589795-4ea8a558-d714-4b44-8ef9-d06db8571c86,ENGELBRECHT GEELVET BILTONG 064 863 2878,Sole Proprietor,"Food, drink and hospitality",Takeaway,Food truck / cart,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-24 18:09:43,1637777382522-787a64aa-d1ff-4906-848b-c354d1cfd9ab,1618927930223-3d4ede3f-8eea-4ee8-913a-39010c3897e8,Nhlanhla,Sole Proprietor,"Food, drink and hospitality",Takeaway,Bakery,Yoco Online,In-Person,Card Machine,Northern Cape,Daily,1 - low_volume,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-17 08:18:14,1637137094003-e12a142d-e77c-4e0d-80eb-685534b1e3f9,1620230682032-a6517973-efdd-427b-b519-188c8bc6df83,JR RAMASWENG (PTY) ltd,Company,Home and repair,Asset repair,Automotive services,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Lulalend,5. offer rejected : provider,2021-10-27 02:34:22,3c0d8e4a-5b91-4b17-aba2-3f78ab0da082,1620724829508-b4312c9e-5e03-49d3-8b9e-bf11636f0aab,Railways Ticketing,Company,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Gauteng,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-11-27 17:30:23,1638034223478-81ad4973-3048-4c51-8be7-34418a210a08,1626787151260-9cffe7ea-64fe-4055-b981-d3a9c3f14b58,OhMyStudio,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,Online,Gift Vouchers,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-18 17:08:29,1637255309135-42280435-2e06-4c96-b088-27d0822e534e,1627980605876-59c33abd-a58d-48ae-a139-f15f91a214d9,FeliCafé,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Other,In-Person,Card Machine,Western Cape,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-31 20:15:49,1635711349244-29f03b21-5416-4857-9908-5990c95156ee,1534224024621-48d2bddb-a0c0-4021-9512-f21f3b495d3b,Boiketlo's,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,North West,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-12 10:19:29,1636712368871-01a8e4cf-b22c-4133-a84f-196d4946d454,1618864716001-dd45c37b-8695-4923-ab92-9d9bc46c38b4,Squire Joint Enterprise,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Takealot,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-22 18:46:52,1637606811915-f84b3d69-a89f-4314-b834-e3301d8de532,1620045517589-e5dea663-7af1-4249-8b2f-7ba09c708e23,Khushi Spices,Company,Retail,Retail home,Food/Beverage/Grocery,Incredible Connection,In-Person,Card Machine,Mpumalanga,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-19 15:37:29,1634657849286-0d35e34b-85c1-4241-b7fd-7a2cc86fe6b3,1623418475590-f887252a-7b9a-47e3-b9fe-63b26141f236,Afreek,Company,Retail,Retail gifts,Card Shop/Gifts/Souvenirs,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,Foreigner
Retail Capital,5. offer rejected : provider,2021-10-31 18:29:25,1635704964770-5cb64e0e-9228-4181-a76b-844d9b98323c,1624366890594-40f2ee0d-8b5e-427c-9e8d-bead75e6feff,Western Corner Carwash and Valet,Company,Home and repair,Asset repair,Automotive services,Takealot,In-Person,Card Machine,Gauteng,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-27 19:47:21,1635364041471-f0e3176d-c605-43c4-8bde-90106cf545b2,1626768194358-6f5d7241-4931-4df0-99ce-f0674c355baf,Martin's Biltong,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Other,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-28 12:20:26,1635423625582-4565cf6a-9098-443c-8fa5-aa8a79886d2d,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,MALLAKIES SOLUTIONS,Company,Retail,Retail art,Antiques & Restorations,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-04 15:39:03,1636040343141-c6bf295b-be61-46b3-abb1-5e21d802a507,1624533349577-7a44f42d-588a-4217-8ac2-e9ffffc1199c,Mma rudi,Sole Proprietor,"Food, drink and hospitality",Sit-in,Wine Farm,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-26 08:28:05,1637915285369-840718d0-844b-4b73-a155-364901716e6c,1629204142278-6833c181-f50b-4e7a-a799-9f8e113ac321,MR BEE RESTAURANT,Company,"Food, drink and hospitality",Sit-in,Restaurant,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-23 15:23:56,1637681036319-046fa1b8-5416-483e-910f-f90c0d5ed7a8,1607104477200-3fedb207-1fab-4b71-9ef5-ade3b694b5b8,Amanda Burger - LCN NAIL LOUNGE,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Shopify,In-Person,Card Machine,Free State,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-09 12:09:55,1636459795217-2fedd06f-815f-4e73-bec6-5c44402578fa,1606852838518-14089193-7b63-4e18-bec3-dacba3c6d301,Mamonate tuck shop,Sole Proprietor,"Food, drink and hospitality",Sit-in,Restaurant,Takealot,In-Person,Card Machine,Limpopo,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-09 14:52:19,1636469539060-1bc6f564-8267-4383-82b5-ba156a09c8e5,1606852838518-14089193-7b63-4e18-bec3-dacba3c6d301,Mamonate tuck shop,Sole Proprietor,"Food, drink and hospitality",Sit-in,Restaurant,Takealot,In-Person,Card Machine,Limpopo,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-29 12:05:25,1635509125402-2fa51ea8-1e5a-48e0-8e28-56fbaecc8680,1608657882638-34da292d-b246-4352-8700-3750af74f4e1,Bonito nail bar,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,Foreigner
Retail Capital,5. offer rejected : provider,2021-09-23 12:43:05,1632400984765-427c4f52-f3c6-42ee-a073-2feaa7bb1cb8,1610560409103-2f697a42-0fff-4ddd-87e7-4d21594919a5,Rustenburg Locksmith,Company,Home and repair,Asset repair,Automotive services,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,3 - very_small,South African
Lulalend,5. offer rejected : provider,2021-11-25 12:32:04,4c811ac5-2c83-45d0-ba4c-dce6e0ec3b92,1614940783691-4dc1f60b-a3ef-4a15-9f10-03015eb12b33,John's Engine & Gearbox,Company,Retail,Retail transport,Automotive Parts/Accessories,Yoco Online,In-Person,Card Machine,Gauteng,Daily,7 - medium,South African
Retail Capital,5. offer rejected : provider,2021-10-22 15:50:04,1634917804038-7453399a-dbe6-4680-9315-dac7f2b7381a,1616501877368-112fb449-fb08-4909-8403-a3c0e60c9c7c,Compound Liquors,Sole Proprietor,"Food, drink and hospitality",Sit-in,Wine Farm,Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-29 20:22:11,1635538931373-d6342519-cf4a-41ad-b2a4-54581093a842,1611066603832-21cf8954-f92e-4b02-89c3-e1aefafb78f5,Zalemart,Company,Online,Online,Online Retail,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-10-21 11:20:36,1634815235592-96cf44b0-9203-48c4-8069-a0fe09ec9bb4,1617278828832-f56bdab4-e26e-44b5-b1ed-8ec1319c799a,Kettles Automotive Mechanical Services,Company,Home and repair,Asset repair,Automotive services,Takealot,In-Person,Card Machine,Eastern Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-13 10:06:29,1636797989341-6125636a-f072-448e-a0fc-4181064d4115,1617353005467-7f625356-d4b2-4179-9ef2-62e9cd63ae55,Cram Holdings (Pty) Ltd,Sole Proprietor,Personal services,Education,Education/tutor,Yoco Online,Online,QR Code,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-16 14:53:53,1637074433345-18daaca4-b833-445c-a6bd-158f5d44b001,1617353005467-7f625356-d4b2-4179-9ef2-62e9cd63ae55,Cram Holdings (Pty) Ltd,Sole Proprietor,Personal services,Education,Education/tutor,Yoco Online,Online,QR Code,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-05 14:44:49,1633445089386-333bc3bb-2a7b-4a46-9408-5668695569e3,1616762564889-e3fe009e-668d-4d19-be48-745510b9a8d3,Women in progress catering services,Company,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-28 07:50:31,1635407430547-c06c41cb-b6ae-4e5c-8d0a-940fa5f72ce8,1619596147529-8dc6fe4d-57b1-47bc-9614-64cb0a905333,The Pet Parlour,Sole Proprietor,Retail,Other retail,Pet store,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-18 15:01:00,1637247659672-ca2e18d7-d49a-462c-a29e-691a3caa95b3,1623408697182-f96a98fd-08d8-434f-b5f7-656ec5a39583,Amsuri,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Shopify,In-Person,Card Machine,Mpumalanga,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-10 21:20:39,1636579239289-77415ac9-250f-4234-a049-c33a64df6a2a,1607328041837-f6e1a6b8-0cd8-4944-8308-5e70fdbf3460,OG-Puff,Sole Proprietor,Leisure and entertainment,Private,Events,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-25 17:06:16,1637859976441-e3e3d970-9a15-4c86-9d39-2cec6133c6f9,1609225159063-c5ef57c6-b630-4a20-b455-359abf5eeb9d,Flavour Cafe cc T/A The Break Room,Company,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-22 12:26:33,1637583992692-345d5721-c36d-4c18-b701-44002e2d96e8,1614443245255-7bd5db22-e8e8-4962-8da3-8046fb6ee291,Boskos,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Limpopo,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-18 21:26:29,1637270788620-6bc70803-4840-4a58-8852-cf70b76bb736,1621202180552-ceb72c1f-78ff-42e0-af72-22dd4001d22a,Shan inn Rooti Delight,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-18 11:51:31,1637236291188-2f7cb121-8185-4924-9ed6-16929f829a85,1618676111897-61164bfe-8624-427b-8f80-22b463adcc31,Kids and Babies,Sole Proprietor,Retail,Retail gifts,Card Shop/Gifts/Souvenirs,Incredible Connection,In-Person,Card Machine,Western Cape,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-02 06:29:02,1635834542367-c10f10d5-43e6-4b84-817a-8b036c0e67b4,1624886344475-26f84142-0cf1-49b1-8f60-fbb51138299a,Nayqii Nails Beauty studio,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Northern Cape,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-20 20:00:19,1634760018960-42c2d06a-caa4-4af9-87cd-9d85865698c6,1625316445399-001b0f80-cfc2-4320-b3a8-904e5414655c,Nawe Eyakho,Company,Retail,Retail home,Food/Beverage/Grocery,Takealot,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-26 08:25:22,1635236721753-921c7e1e-cf84-433c-ae2e-b9e214657bc5,1625316445399-001b0f80-cfc2-4320-b3a8-904e5414655c,Nawe Eyakho,Company,Retail,Retail home,Food/Beverage/Grocery,Takealot,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-22 19:17:41,1634930260550-544b5894-9623-42ce-bed7-47a705d90cc7,1625316445399-001b0f80-cfc2-4320-b3a8-904e5414655c,Nawe Eyakho,Company,Retail,Retail home,Food/Beverage/Grocery,Takealot,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-21 08:36:03,1634805363136-56e02cc7-ceee-4a71-8ef8-3c18ca48f0cf,1625316445399-001b0f80-cfc2-4320-b3a8-904e5414655c,Nawe Eyakho,Company,Retail,Retail home,Food/Beverage/Grocery,Takealot,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-21 18:41:35,1634841694734-ab0411ac-27bc-41b5-84b1-ca8bae7d14ac,1625316445399-001b0f80-cfc2-4320-b3a8-904e5414655c,Nawe Eyakho,Company,Retail,Retail home,Food/Beverage/Grocery,Takealot,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-23 09:42:39,1637660558973-0a7a6481-016d-409a-93dd-b209da35dc9f,1626780136979-10e29abd-b36d-4578-a178-bb6618c101d2,Marinique Beauty Salon,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-11 12:41:54,1636634513980-72c3975d-3b71-4545-950b-b7cf5289bc67,1616231397864-df7a3435-74d4-43e3-a7da-596ea6b1e667,Mabaso'bottles,Company,Retail,Retail home,Food/Beverage/Grocery,Other,In-Person,Card Machine,Free State,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-25 12:09:40,1635163779811-dffe2a62-0b35-4c5b-9d8d-e67501bd6598,1620222310201-148623cf-4c81-434f-819f-c15b385e9f6f,Cape Adventure Zone Quads,Sole Proprietor,"Healthcare, beauty and fitness",Sport,Recreation/Sports,Yoco Online,In-Person,Card Machine,Western Cape,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-31 18:54:27,1635706467193-750463e4-1d82-42e3-9b48-0a608d18c3fb,1620911603748-25de737a-fc7b-458f-9c06-c2ce9b18ea0c,CHILLAX TARVEN,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Incredible Connection,In-Person,Card Machine,North West,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-20 17:35:49,1634751348670-6be48218-d3dd-4c15-ba3d-1c4b31ab07b7,1624742624561-0382b78a-1b12-40da-a7b5-7a1d7e4388d7,SBUMKANSI COMMUNICATIONS,Company,Professional services,Creative services,Photography/Art/Graphics/Design,Cellucity,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-23 12:34:34,1637670873985-6278673d-3126-4bfb-9112-03edc77ca23e,1624965760494-393844ec-3589-408e-ac9f-c20520e156a0,Beauty Network Spa,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Other,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-28 19:50:18,1638129018167-95fd633e-ae74-4b4d-853d-137b36bc873f,1627308659262-0b6a5aca-cd4d-44d4-af55-75a1cd0a5dd8,Gcina’s Corner,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Incredible Connection,In-Person,Card Machine,Kwazulu-Natal,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-04 10:51:17,1636023077137-5c3f9f81-ab8b-47e2-b040-3eaa5b5926ac,1608344118230-91220b19-a0ca-4ff5-8d56-0b2bc041d7c4,Bentley Photography,Company,Professional services,Creative services,Photography/Art/Graphics/Design,Yoco Online,In-Person,Card Machine,Western Cape,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-09-30 02:47:37,1632970057429-a468ba7f-fe2e-4cd4-b807-acba3bd760ec,1611834477147-033f6506-3767-4a67-8c6b-c54b95145a0b,Ons Kontrei Gastehuise,Sole Proprietor,Travel and tourism,Accomodation,Bed and Breakfast,Yoco Online,In-Person,Card Machine,Eastern Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-11 15:00:35,1636642835256-1bd03e40-c369-4533-8f12-8052948aa201,1607417548512-693e7286-1436-45ec-b7c0-e6c92ce83f38,Crossroads lounge,Company,NPO,NPO,Charitable Organizations,Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-30 15:53:38,1635609217866-7c6b9feb-cfab-4e23-8057-04a3463b2281,1616780751875-13104da8-e007-4ad8-9330-eef83615d273,A to the 3rd t/a Bosveld Pub and Grill,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Incredible Connection,In-Person,Card Machine,North West,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-23 03:57:28,1637639847600-86e9b1dc-f2c2-4f87-8c98-bc7ca68b8001,1617124884706-9a12d090-219c-4142-b1f6-7fbde6fca746,Lucille's Beaty Salon,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Takealot,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-15 13:59:24,1636984763653-387730ff-3425-4f4f-8694-23bc042e5cbd,1626417743218-444e9984-1117-46a0-85df-87a454ce2cf5,Trvth Blvck,Sole Proprietor,Retail,Retail apparel,Clothing and Accessories,Other,In-Person,Card Machine,Gauteng,Weekly,2 - micro,South African
